ID,z,up,gp,rp,ip,zp,Y,J,H,K,IRAC_1,IRAC_2,up_err,gp_err,rp_err,ip_err,zp_err,Y_err,J_err,H_err,K_err,IRAC_1_err,IRAC_2_err
5697,0.6,25.048,24.343,23.121,22.39,22.137,21.89,21.546,21.063,20.938,21.097,21.622,0.053,0.066,0.029,0.019,0.017,0.015,0.014,0.012,0.012,0.017,0.022
5706,0.62,27.126,24.73,23.162,21.787,21.358,20.99,20.641,20.184,19.985,20.094,20.686,0.192,0.083,0.029,0.015,0.013,0.012,0.011,0.011,0.01,0.012,0.014
5715,0.64,27.097,24.678,23.129,21.757,21.312,20.931,20.547,20.098,19.891,19.917,20.533,0.181,0.082,0.029,0.015,0.013,0.012,0.011,0.011,0.01,0.012,0.014
5724,0.64,23.829,23.728,23.117,22.695,22.6,22.535,22.285,21.922,21.919,22.125,22.621,0.025,0.042,0.029,0.022,0.022,0.02,0.018,0.016,0.016,0.03,0.041
5733,0.66,24.891,24.346,23.08,22.29,22.033,21.797,21.419,20.959,20.787,20.86,21.391,0.05,0.065,0.029,0.019,0.016,0.015,0.013,0.012,0.011,0.015,0.02
5742,0.68,24.916,24.301,23.012,22.234,21.952,21.694,21.36,20.885,20.697,20.752,21.33,0.047,0.063,0.028,0.018,0.016,0.014,0.013,0.012,0.011,0.015,0.019
5751,0.7,24.172,23.879,23.04,22.27,22.098,21.927,21.692,21.45,21.319,21.359,21.967,0.031,0.048,0.028,0.019,0.017,0.016,0.014,0.013,0.013,0.019,0.026
5760,0.72,23.657,23.519,23.084,22.593,22.395,22.383,22.176,21.812,21.794,21.936,22.455,0.023,0.039,0.029,0.022,0.019,0.019,0.017,0.015,0.015,0.026,0.035
5769,0.74,23.699,23.522,23.083,22.897,22.468,22.712,22.469,22.168,22.224,22.318,26.37,0.023,0.039,0.029,0.025,0.02,0.023,0.02,0.017,0.018,0.033,-1
5778,0.76,23.46,23.427,23.089,22.664,22.358,22.459,22.276,22.12,22.041,22.137,26.37,0.02,0.034,0.028,0.022,0.019,0.02,0.018,0.017,0.016,0.029,-1
5787,0.8,24.611,24.192,23.137,22.126,21.756,21.469,21.165,20.656,20.4,20.328,20.833,0.041,0.057,0.03,0.017,0.015,0.013,0.012,0.011,0.011,0.013,0.015
5796,0.82,23.549,23.475,23.121,22.544,22.341,22.315,22.096,21.738,21.633,21.716,22.215,0.021,0.036,0.029,0.021,0.019,0.019,0.017,0.015,0.014,0.023,0.03
5805,0.84,23.506,23.389,23.082,22.492,22.279,22.243,22.04,21.691,21.585,21.685,22.106,0.021,0.035,0.029,0.021,0.018,0.018,0.016,0.014,0.014,0.022,0.029
5814,0.88,23.529,23.42,23.144,22.671,22.471,22.634,22.083,22.109,21.993,22.001,26.37,0.021,0.034,0.029,0.023,0.02,0.022,0.017,0.017,0.016,0.027,-1
5823,1.06,23.424,23.353,23.175,22.622,22.274,22.015,21.97,21.68,21.388,21.37,21.635,0.02,0.032,0.029,0.022,0.018,0.016,0.016,0.014,0.013,0.019,0.022
5832,0.06,23.969,23.398,23.241,23.005,22.82,22.686,22.586,22.586,22.762,23.684,24.198,0.027,0.035,0.031,0.027,0.024,0.022,0.022,0.021,0.024,0.075,0.108
5841,0.08,24.007,23.429,23.112,22.986,22.852,22.625,22.564,22.552,22.737,23.632,23.984,0.027,0.035,0.031,0.027,0.024,0.022,0.021,0.021,0.023,0.072,0.101
5850,0.1,23.664,23.224,23.177,22.715,22.932,22.598,22.696,22.631,22.715,26.37,26.37,0.023,0.031,0.031,0.024,0.025,0.022,0.023,0.022,0.023,-1,-1
5859,0.12,23.948,23.321,23.192,22.974,23.039,22.885,22.764,22.712,22.809,26.37,26.37,0.027,0.033,0.031,0.026,0.027,0.025,0.024,0.023,0.025,-1,-1
5868,0.14,24.114,23.487,23.26,23.04,23.085,22.979,22.882,22.797,22.908,26.37,26.37,0.028,0.037,0.031,0.028,0.029,0.027,0.025,0.024,0.025,-1,-1
5877,0.16,24.055,23.528,23.17,23.036,23.111,22.961,22.806,22.765,22.826,26.37,26.37,0.028,0.037,0.03,0.027,0.028,0.026,0.025,0.024,0.024,-1,-1
5886,0.18,23.959,23.534,23.19,22.966,23.062,22.954,22.765,22.79,22.786,26.37,26.37,0.027,0.037,0.03,0.027,0.028,0.026,0.024,0.024,0.024,-1,-1
5895,0.2,24.26,23.648,23.152,23.083,22.908,22.728,22.522,22.548,22.514,23.387,23.637,0.031,0.039,0.03,0.028,0.026,0.023,0.021,0.021,0.021,0.063,0.082
5904,0.2,24.055,23.58,23.208,23.081,23.08,23.049,22.887,22.819,22.89,26.37,26.37,0.029,0.039,0.031,0.028,0.029,0.028,0.025,0.024,0.024,-1,-1
5913,0.22,24.304,23.708,23.235,23.153,22.968,22.78,22.53,22.569,22.547,23.31,23.705,0.032,0.041,0.031,0.029,0.027,0.024,0.021,0.021,0.021,0.064,0.083
5922,0.24,24.317,23.744,23.267,23.127,23.001,22.838,22.54,22.585,22.575,23.416,23.635,0.033,0.043,0.031,0.03,0.027,0.024,0.021,0.021,0.021,0.063,0.081
5931,0.24,24.089,23.506,23.205,23.058,23.091,23.043,22.703,22.812,22.795,26.37,26.37,0.029,0.039,0.03,0.029,0.028,0.028,0.023,0.024,0.024,-1,-1
5940,0.26,25.376,23.992,23.201,22.794,22.588,22.307,21.971,21.812,21.679,22.473,22.744,0.063,0.053,0.03,0.025,0.021,0.019,0.016,0.015,0.014,0.036,0.042
5949,0.26,24.125,23.625,23.247,23.121,22.916,23.069,22.686,22.794,22.725,26.37,26.37,0.029,0.039,0.03,0.029,0.025,0.027,0.022,0.024,0.023,-1,-1
5958,0.28,24.309,23.728,23.214,23.101,23.001,22.848,22.548,22.553,22.512,23.239,23.592,0.033,0.044,0.031,0.03,0.027,0.024,0.021,0.021,0.02,0.061,0.076
5967,0.28,24.072,23.711,23.137,23.137,22.911,23.031,22.844,22.792,22.697,26.37,26.37,0.029,0.042,0.03,0.029,0.025,0.028,0.025,0.024,0.023,-1,-1
5976,0.3,24.246,23.756,23.175,23.097,22.924,22.72,22.511,22.464,22.4,23.138,23.364,0.031,0.042,0.03,0.028,0.026,0.023,0.02,0.02,0.019,0.057,0.07
5985,0.3,24.16,23.713,23.204,23.196,22.96,23.035,22.858,22.782,22.788,26.37,26.37,0.03,0.043,0.031,0.031,0.026,0.028,0.025,0.024,0.023,-1,-1
5994,0.32,24.132,23.696,23.191,23.319,22.935,23.052,22.674,22.787,22.73,26.37,26.37,0.03,0.042,0.031,0.033,0.025,0.028,0.023,0.024,0.023,-1,-1
6003,0.32,24.196,23.769,23.271,23.238,22.965,23.034,22.893,22.857,22.766,26.37,26.37,0.03,0.045,0.031,0.032,0.027,0.028,0.026,0.025,0.023,-1,-1
6012,0.34,24.243,23.819,23.362,23.146,22.987,22.861,22.548,22.49,22.431,23.035,23.318,0.032,0.046,0.031,0.029,0.027,0.024,0.021,0.02,0.02,0.057,0.069
6021,0.36,25.376,24.262,23.101,22.803,22.54,22.269,21.878,21.66,21.469,22.188,22.412,0.065,0.06,0.03,0.024,0.021,0.018,0.015,0.014,0.013,0.031,0.035
6030,0.36,24.077,23.756,23.195,23.191,22.976,22.991,22.832,22.771,22.681,26.37,26.37,0.029,0.044,0.031,0.031,0.026,0.027,0.025,0.024,0.022,-1,-1
6039,0.38,24.293,23.903,23.279,23.124,22.997,22.799,22.561,22.461,22.373,23.084,23.305,0.032,0.047,0.031,0.029,0.026,0.024,0.021,0.02,0.019,0.054,0.064
6048,0.4,24.195,23.885,23.146,22.968,22.901,22.753,22.44,22.308,22.243,22.85,23.183,0.03,0.045,0.03,0.027,0.025,0.023,0.02,0.019,0.018,0.049,0.059
6057,0.4,23.982,23.585,23.244,23.091,22.845,22.853,22.652,22.576,22.513,26.37,26.37,0.026,0.039,0.031,0.028,0.025,0.025,0.022,0.022,0.021,-1,-1
6066,0.42,24.097,23.831,23.221,22.951,22.906,22.767,22.482,22.321,22.254,22.966,23.223,0.03,0.046,0.031,0.027,0.025,0.023,0.02,0.019,0.018,0.049,0.058
6075,0.42,23.984,23.726,23.194,23.031,22.908,22.865,22.789,22.621,22.573,26.37,26.37,0.027,0.043,0.031,0.027,0.026,0.026,0.024,0.022,0.021,-1,-1
6084,0.44,24.072,23.754,23.157,22.89,22.831,22.675,22.442,22.254,22.22,22.863,23,0.029,0.045,0.03,0.025,0.025,0.023,0.02,0.018,0.018,0.046,0.055
6093,0.44,23.908,23.669,23.229,22.905,22.853,22.864,22.721,22.581,22.494,26.37,26.37,0.026,0.042,0.031,0.026,0.025,0.025,0.023,0.021,0.021,-1,-1
6102,0.46,25.338,24.352,23.144,22.677,22.468,22.233,21.853,21.484,21.358,21.832,22.129,0.064,0.068,0.03,0.023,0.02,0.018,0.015,0.013,0.013,0.025,0.03
6111,0.46,23.946,23.685,23.192,22.897,22.964,22.844,22.785,22.613,22.53,26.37,26.37,0.026,0.043,0.031,0.026,0.026,0.024,0.024,0.022,0.021,-1,-1
6120,0.48,24.16,23.897,23.242,22.885,22.93,22.747,22.498,22.301,22.253,22.862,23.024,0.03,0.048,0.031,0.026,0.026,0.023,0.02,0.018,0.018,0.045,0.055
6129,0.5,25.283,24.424,23.127,22.648,22.409,22.152,21.797,21.388,21.253,21.655,21.98,0.062,0.07,0.03,0.022,0.019,0.017,0.015,0.013,0.013,0.022,0.027
6138,0.5,23.849,23.679,23.181,22.808,22.878,22.558,22.705,22.531,22.485,26.37,26.37,0.025,0.043,0.03,0.025,0.025,0.022,0.023,0.021,0.02,-1,-1
6147,0.52,23.845,23.696,23.148,22.824,22.9,22.501,22.66,22.439,22.417,26.37,26.37,0.025,0.041,0.03,0.024,0.026,0.02,0.023,0.02,0.02,-1,-1
6156,0.54,25.351,24.475,23.164,22.617,22.361,22.147,21.771,21.322,21.186,21.494,21.931,0.061,0.072,0.031,0.022,0.019,0.017,0.015,0.013,0.012,0.02,0.026
6165,0.54,23.877,23.795,23.201,22.907,22.997,22.639,22.768,22.601,22.52,26.37,26.37,0.026,0.045,0.031,0.026,0.027,0.022,0.024,0.021,0.02,-1,-1
6174,0.56,24.067,23.876,23.207,22.918,22.886,22.738,22.459,22.19,22.208,22.554,22.966,0.028,0.048,0.031,0.025,0.025,0.023,0.02,0.017,0.017,0.038,0.049
6183,0.58,27.203,24.766,23.238,21.99,21.584,21.245,20.886,20.455,20.28,20.424,20.971,0.218,0.089,0.031,0.016,0.014,0.013,0.012,0.011,0.011,0.013,0.016
6192,0.6,27.264,24.62,23.179,21.89,21.441,21.14,20.767,20.313,20.124,20.225,20.821,0.205,0.085,0.03,0.015,0.013,0.012,0.011,0.011,0.011,0.012,0.015
6201,0.6,23.825,23.693,23.23,22.808,22.869,22.6,22.665,22.434,22.405,26.37,26.37,0.024,0.043,0.031,0.024,0.026,0.021,0.022,0.02,0.019,-1,-1
6210,0.62,24.467,24.139,23.142,22.546,22.348,22.164,21.937,21.738,21.616,21.765,22.327,0.037,0.054,0.03,0.021,0.019,0.017,0.016,0.014,0.014,0.024,0.032
6219,0.62,23.688,23.617,23.184,22.756,22.898,22.529,22.581,22.371,22.328,26.37,26.37,0.023,0.041,0.03,0.024,0.025,0.021,0.022,0.019,0.019,-1,-1
6228,0.64,23.956,23.821,23.186,22.776,22.684,22.576,22.389,22.037,22.022,22.289,22.727,0.026,0.045,0.031,0.024,0.023,0.021,0.019,0.016,0.016,0.032,0.043
6237,0.66,25.09,24.515,23.265,22.425,22.166,21.906,21.556,21.053,20.911,20.998,21.561,0.054,0.07,0.031,0.02,0.017,0.016,0.014,0.012,0.012,0.016,0.021
6246,0.66,23.67,23.601,23.165,22.729,22.623,22.649,22.546,22.344,22.295,26.37,26.37,0.022,0.04,0.03,0.023,0.022,0.022,0.021,0.019,0.018,-1,-1
6255,0.68,25.005,24.387,23.233,22.332,22.057,21.809,21.452,20.927,20.792,20.85,21.384,0.05,0.066,0.03,0.019,0.016,0.015,0.013,0.012,0.011,0.015,0.019
6264,0.7,25.036,24.429,23.237,22.353,22.067,21.82,21.466,20.974,20.783,20.785,21.409,0.05,0.068,0.031,0.019,0.016,0.015,0.013,0.012,0.011,0.015,0.019
6273,0.72,24.984,24.404,23.188,22.274,21.985,21.755,21.4,20.909,20.683,20.715,21.22,0.048,0.065,0.031,0.018,0.016,0.015,0.013,0.012,0.011,0.014,0.018
6282,0.74,24.246,24.005,23.237,22.399,22.14,21.976,21.74,21.499,21.361,21.392,21.866,0.031,0.05,0.031,0.019,0.017,0.016,0.015,0.013,0.013,0.019,0.026
6291,0.76,24.814,24.228,23.19,22.219,21.899,21.609,21.31,20.805,20.565,20.55,21.079,0.045,0.062,0.031,0.018,0.015,0.014,0.013,0.011,0.011,0.014,0.017
6300,0.78,23.729,23.602,23.324,22.676,22.45,22.451,22.239,21.896,21.79,21.907,22.468,0.023,0.04,0.032,0.023,0.02,0.02,0.018,0.015,0.015,0.026,0.035
6309,0.82,23.653,23.479,23.207,22.62,22.332,22.363,22.127,21.828,21.651,21.787,22.225,0.022,0.037,0.03,0.022,0.019,0.019,0.017,0.015,0.014,0.024,0.031
6318,0.86,23.576,23.466,23.187,22.576,22.338,22.299,22.114,21.779,21.612,21.674,22.07,0.021,0.036,0.031,0.022,0.019,0.019,0.017,0.015,0.014,0.023,0.029
6327,0.94,23.474,23.408,23.138,22.524,22.25,22.14,21.996,21.689,21.49,21.484,21.872,0.02,0.034,0.03,0.021,0.018,0.017,0.016,0.014,0.013,0.02,0.025
6336,1.26,23.477,23.239,23.153,22.888,22.384,22.15,22.015,21.737,21.349,21.318,21.449,0.02,0.032,0.03,0.025,0.019,0.017,0.016,0.015,0.013,0.018,0.02
6345,0.04,23.837,23.488,23.313,23.272,23.099,22.808,22.963,22.908,23.124,26.37,26.37,0.025,0.037,0.033,0.032,0.029,0.024,0.027,0.026,0.029,-1,-1
6354,0.08,24.075,23.495,23.305,23.074,22.915,22.683,22.658,22.641,22.831,23.619,24.048,0.029,0.037,0.033,0.029,0.026,0.023,0.022,0.022,0.024,0.076,0.108
6363,0.08,23.935,23.345,23.3,23.005,23.052,22.92,22.921,22.818,22.948,26.37,26.37,0.026,0.034,0.032,0.027,0.028,0.026,0.025,0.024,0.026,-1,-1
6372,0.1,23.973,23.37,23.337,22.986,23.041,22.915,22.816,22.767,22.999,26.37,26.37,0.027,0.034,0.032,0.027,0.028,0.025,0.025,0.024,0.026,-1,-1
6381,0.14,24.251,23.603,23.203,23.072,22.964,22.731,22.558,22.621,22.659,23.381,23.965,0.031,0.038,0.032,0.029,0.026,0.023,0.022,0.021,0.023,0.069,0.094
6390,0.16,24.295,23.605,23.247,23.045,22.921,22.778,22.617,22.599,22.62,23.382,23.647,0.032,0.039,0.032,0.029,0.026,0.024,0.022,0.022,0.022,0.068,0.091
6399,0.16,24.118,23.663,23.323,23.085,23.205,23.048,23.027,22.944,22.949,26.37,26.37,0.029,0.041,0.033,0.029,0.031,0.028,0.027,0.026,0.027,-1,-1
6408,0.18,24.22,23.721,23.338,23.25,23.298,23.124,23.038,22.952,22.958,26.37,26.37,0.031,0.042,0.033,0.031,0.031,0.03,0.027,0.026,0.027,-1,-1
6417,0.2,24.36,23.653,23.319,23.181,23.039,22.853,22.689,22.624,22.712,23.318,23.83,0.034,0.043,0.033,0.03,0.028,0.025,0.022,0.022,0.022,0.068,0.089
6426,0.22,24.353,23.722,23.329,23.149,23.067,22.868,22.672,22.679,22.68,23.379,23.812,0.034,0.044,0.033,0.031,0.028,0.025,0.022,0.022,0.022,0.067,0.087
6435,0.24,24.347,23.803,23.276,23.144,22.998,22.824,22.616,22.61,22.621,23.264,23.75,0.033,0.043,0.032,0.03,0.027,0.025,0.022,0.022,0.021,0.064,0.083
6444,0.26,24.362,23.814,23.294,23.21,23.043,22.848,22.634,22.627,22.58,23.318,23.748,0.034,0.045,0.032,0.03,0.028,0.025,0.022,0.022,0.021,0.064,0.081
6453,0.26,24.228,23.651,23.25,23.251,23.052,23.133,22.773,22.866,22.832,26.37,26.37,0.031,0.042,0.032,0.031,0.027,0.029,0.024,0.026,0.025,-1,-1
6462,0.28,24.391,23.889,23.352,23.201,23.024,22.887,22.64,22.595,22.605,23.373,23.646,0.034,0.046,0.032,0.031,0.028,0.025,0.022,0.022,0.021,0.063,0.079
6471,0.3,25.377,24.203,23.281,22.901,22.694,22.452,22.04,21.873,21.69,22.442,22.673,0.07,0.06,0.033,0.026,0.023,0.02,0.016,0.015,0.014,0.037,0.042
6480,0.3,24.154,23.812,23.286,23.267,23.033,23.087,22.938,22.886,22.824,26.37,26.37,0.031,0.045,0.032,0.032,0.027,0.029,0.026,0.025,0.024,-1,-1
6489,0.32,24.192,23.725,23.276,23.367,22.927,23.081,22.74,22.818,22.768,26.37,26.37,0.031,0.043,0.032,0.034,0.026,0.029,0.023,0.025,0.024,-1,-1
6498,0.32,24.263,23.842,23.352,23.382,23.074,23.063,22.923,22.895,22.816,26.37,26.37,0.031,0.047,0.033,0.033,0.028,0.029,0.027,0.026,0.024,-1,-1
6507,0.34,24.378,23.908,23.295,23.194,23,22.881,22.65,22.561,22.488,23.39,23.543,0.034,0.048,0.033,0.031,0.028,0.025,0.022,0.021,0.02,0.06,0.072
6516,0.34,24.216,23.776,23.301,23.307,23.031,23.045,22.896,22.817,22.777,26.37,26.37,0.031,0.046,0.032,0.033,0.028,0.029,0.026,0.025,0.024,-1,-1
6525,0.36,24.147,23.735,23.222,23.414,22.98,23.02,22.775,22.832,22.722,26.37,26.37,0.03,0.044,0.032,0.034,0.027,0.028,0.024,0.024,0.023,-1,-1
6534,0.38,24.318,23.893,23.334,23.18,23.041,22.86,22.63,22.519,22.451,23.072,23.339,0.033,0.049,0.033,0.03,0.028,0.025,0.022,0.021,0.02,0.057,0.067
6543,0.38,24.198,23.891,23.362,23.256,23.089,23.067,22.934,22.838,22.708,26.37,26.37,0.03,0.047,0.033,0.032,0.028,0.028,0.026,0.025,0.023,-1,-1
6552,0.4,24.279,23.849,23.252,23.119,22.937,22.813,22.515,22.439,22.347,23.126,23.197,0.032,0.048,0.032,0.028,0.026,0.024,0.021,0.02,0.019,0.053,0.063
6561,0.4,24.098,23.807,23.294,23.134,22.962,23.008,22.85,22.709,22.638,26.37,26.37,0.028,0.045,0.032,0.029,0.027,0.027,0.025,0.023,0.022,-1,-1
6570,0.42,24.332,24.06,23.29,23.124,23.076,22.828,22.577,22.427,22.415,23.042,23.216,0.032,0.05,0.033,0.029,0.027,0.025,0.022,0.02,0.019,0.053,0.063
6579,0.42,24.056,23.813,23.252,23.056,22.96,22.981,22.886,22.721,22.646,26.37,26.37,0.028,0.045,0.032,0.028,0.027,0.027,0.025,0.023,0.022,-1,-1
6588,0.44,24.249,23.971,23.41,23.083,22.98,22.84,22.602,22.399,22.344,22.871,23.326,0.032,0.05,0.033,0.028,0.027,0.025,0.021,0.02,0.019,0.05,0.061
6597,0.46,27.458,25.026,23.285,22.424,22.101,21.82,21.447,21.049,20.884,21.365,21.691,0.225,0.101,0.033,0.02,0.017,0.015,0.013,0.012,0.012,0.019,0.023
6606,0.46,23.924,23.632,23.281,22.833,22.959,22.768,22.721,22.577,22.515,26.37,26.37,0.026,0.041,0.032,0.025,0.026,0.024,0.023,0.021,0.02,-1,-1
6615,0.48,24.831,24.259,23.213,22.828,22.637,22.478,22.261,22.07,21.975,22.447,22.85,0.046,0.06,0.032,0.024,0.022,0.02,0.018,0.017,0.016,0.036,0.044
6624,0.48,24.016,23.887,23.265,22.977,23,22.831,22.868,22.651,22.595,26.37,26.37,0.027,0.046,0.032,0.026,0.027,0.024,0.025,0.022,0.021,-1,-1
6633,0.5,24.208,23.913,23.269,22.935,22.911,22.771,22.533,22.319,22.301,22.75,23.088,0.03,0.05,0.032,0.027,0.026,0.024,0.021,0.019,0.018,0.044,0.055
6642,0.52,25.341,24.655,23.259,22.712,22.416,22.235,21.864,21.453,21.353,21.644,22.06,0.066,0.076,0.032,0.023,0.02,0.018,0.015,0.013,0.013,0.022,0.028
6651,0.52,24.017,23.832,23.306,22.996,23.078,22.631,22.853,22.566,22.572,26.37,26.37,0.027,0.045,0.033,0.027,0.029,0.022,0.025,0.021,0.021,-1,-1
6660,0.54,24.261,23.952,23.304,22.905,22.965,22.714,22.575,22.287,22.256,22.704,23.082,0.03,0.051,0.032,0.026,0.026,0.024,0.021,0.018,0.018,0.042,0.053
6669,0.56,27.624,24.79,23.207,22.049,21.692,21.378,21.008,20.56,20.415,20.591,21.124,0.226,0.092,0.032,0.017,0.014,0.013,0.012,0.011,0.011,0.014,0.017
6678,0.56,23.996,23.955,23.257,22.932,23.008,22.698,22.8,22.637,22.565,26.37,26.37,0.027,0.047,0.033,0.027,0.028,0.023,0.024,0.022,0.021,-1,-1
6687,0.58,25.344,24.58,23.404,22.697,22.392,22.165,21.808,21.36,21.233,21.424,21.926,0.064,0.078,0.033,0.022,0.02,0.017,0.015,0.013,0.012,0.02,0.026
6696,0.58,24.124,23.961,23.313,22.95,22.97,22.774,22.544,22.268,22.25,22.617,23.065,0.03,0.051,0.033,0.027,0.026,0.024,0.021,0.018,0.018,0.04,0.051
6705,0.6,25.285,24.608,23.365,22.59,22.39,22.168,21.792,21.33,21.187,21.349,21.83,0.062,0.078,0.033,0.022,0.019,0.017,0.015,0.013,0.012,0.019,0.025
6714,0.6,24.178,23.966,23.331,22.968,22.898,22.769,22.542,22.244,22.239,22.558,22.88,0.029,0.05,0.033,0.026,0.026,0.024,0.021,0.018,0.018,0.038,0.05
6723,0.62,25.199,24.608,23.363,22.642,22.347,22.123,21.756,21.296,21.139,21.297,21.806,0.061,0.078,0.034,0.022,0.019,0.017,0.015,0.013,0.012,0.018,0.024
6732,0.62,23.936,23.803,23.278,22.905,23.057,22.661,22.728,22.365,22.459,26.37,26.37,0.026,0.044,0.032,0.026,0.028,0.022,0.023,0.019,0.02,-1,-1
6741,0.64,25.139,24.423,23.263,22.488,22.251,22.018,21.634,21.159,21.015,21.092,21.688,0.056,0.073,0.032,0.02,0.018,0.016,0.014,0.012,0.012,0.017,0.022
6750,0.66,26.988,24.875,23.306,21.909,21.454,21.078,20.682,20.243,20.025,20.055,20.633,0.199,0.095,0.033,0.015,0.013,0.012,0.011,0.011,0.011,0.012,0.014
6759,0.66,23.971,23.81,23.305,22.841,22.677,22.626,22.451,22.117,22.07,22.258,22.822,0.027,0.047,0.032,0.025,0.023,0.022,0.02,0.017,0.017,0.032,0.044
6768,0.68,25.191,24.477,23.277,22.412,22.164,21.921,21.567,21.057,20.916,20.973,21.552,0.054,0.072,0.032,0.02,0.017,0.016,0.014,0.012,0.012,0.016,0.021
6777,0.68,23.892,23.844,23.262,22.758,22.607,22.562,22.352,22.043,22.011,22.172,22.767,0.026,0.045,0.032,0.024,0.022,0.021,0.019,0.016,0.016,0.031,0.042
6786,0.7,25.044,24.512,23.31,22.413,22.126,21.875,21.558,21.027,20.815,20.88,21.403,0.052,0.071,0.032,0.019,0.017,0.015,0.014,0.012,0.011,0.015,0.02
6795,0.7,23.957,23.827,23.269,22.869,22.63,22.618,22.389,22.056,21.998,22.215,22.771,0.026,0.045,0.033,0.024,0.022,0.022,0.019,0.017,0.016,0.03,0.042
6804,0.72,25.003,24.44,23.429,22.416,22.089,21.842,21.515,21.043,20.822,20.822,21.392,0.052,0.071,0.033,0.019,0.017,0.015,0.013,0.012,0.011,0.015,0.019
6813,0.74,26.597,25,23.246,21.757,21.189,20.797,20.378,19.92,19.65,19.608,20.181,0.162,0.099,0.032,0.015,0.012,0.011,0.011,0.01,0.01,0.011,0.012
6822,0.74,23.803,23.72,23.253,22.794,22.5,22.538,22.336,21.981,21.92,22.025,22.53,0.024,0.042,0.032,0.023,0.021,0.021,0.018,0.016,0.015,0.028,0.038
6831,0.76,23.812,23.714,23.289,22.765,22.558,22.547,22.302,21.989,21.91,22.01,22.545,0.024,0.043,0.033,0.024,0.021,0.021,0.019,0.016,0.015,0.027,0.038
6840,0.78,23.791,23.668,23.288,22.77,22.516,22.565,22.318,21.985,21.861,21.98,22.496,0.024,0.042,0.033,0.024,0.021,0.021,0.019,0.016,0.015,0.027,0.037
6849,0.8,23.705,23.656,23.294,22.676,22.512,22.469,22.244,21.944,21.791,21.883,22.381,0.023,0.04,0.032,0.023,0.02,0.02,0.018,0.015,0.015,0.025,0.034
6858,0.84,24.7,24.233,23.218,22.209,21.781,21.527,21.184,20.719,20.374,20.301,20.772,0.042,0.059,0.032,0.018,0.015,0.013,0.012,0.011,0.011,0.013,0.015
6867,0.86,23.74,23.614,23.326,22.895,22.703,22.829,22.305,22.322,22.26,22.188,26.37,0.023,0.04,0.033,0.026,0.022,0.024,0.018,0.019,0.018,0.031,-1
6876,0.92,23.593,23.562,23.259,22.653,22.404,22.335,22.13,21.831,21.638,21.666,22.044,0.022,0.037,0.032,0.022,0.019,0.019,0.017,0.015,0.014,0.022,0.028
6885,1.16,23.547,23.404,23.271,22.829,22.405,22.201,22.105,21.813,21.467,21.378,21.631,0.021,0.034,0.032,0.025,0.02,0.017,0.017,0.015,0.013,0.02,0.022
6894,0.04,23.932,23.492,23.346,23.303,23.221,22.919,23.091,22.988,23.173,26.37,26.37,0.026,0.039,0.035,0.033,0.031,0.026,0.028,0.027,0.031,-1,-1
6903,0.08,24.161,23.563,23.411,23.117,23.016,22.741,22.765,22.673,22.833,23.689,24.316,0.03,0.038,0.034,0.03,0.027,0.024,0.023,0.023,0.025,0.079,0.112
6912,0.08,24.055,23.503,23.381,23.137,23.153,23.048,22.98,22.899,23.061,26.37,26.37,0.028,0.037,0.035,0.029,0.03,0.028,0.027,0.026,0.028,-1,-1
6921,0.1,24.06,23.504,23.319,23.067,23.176,22.965,22.955,22.875,23.031,26.37,26.37,0.028,0.036,0.034,0.028,0.029,0.027,0.026,0.025,0.027,-1,-1
6930,0.12,24.089,23.499,23.285,23.036,23.068,23.015,22.964,22.88,22.9,26.37,26.37,0.029,0.037,0.034,0.029,0.03,0.027,0.026,0.025,0.027,-1,-1
6939,0.14,24.124,23.622,23.363,23.096,23.182,23.073,22.99,22.914,23.051,26.37,26.37,0.029,0.04,0.035,0.029,0.031,0.028,0.027,0.026,0.027,-1,-1
6948,0.14,24.262,23.621,23.397,23.186,23.263,23.161,23.092,22.937,23.135,26.37,26.37,0.032,0.041,0.035,0.031,0.032,0.03,0.028,0.027,0.028,-1,-1
6957,0.16,24.237,23.714,23.398,23.182,23.286,23.196,23.096,23.034,23.1,26.37,26.37,0.032,0.043,0.035,0.032,0.032,0.031,0.028,0.027,0.028,-1,-1
6966,0.18,24.448,23.723,23.398,23.241,23.09,22.874,22.654,22.7,22.721,23.399,23.958,0.035,0.043,0.034,0.031,0.028,0.025,0.023,0.023,0.023,0.072,0.095
6975,0.18,24.154,23.742,23.375,23.232,23.292,23.206,22.961,23.027,23.038,26.37,26.37,0.031,0.043,0.034,0.031,0.032,0.03,0.027,0.027,0.027,-1,-1
6984,0.2,24.235,23.723,23.479,23.225,23.287,23.222,23.018,23.074,23.015,26.37,26.37,0.031,0.044,0.035,0.031,0.032,0.031,0.026,0.027,0.027,-1,-1
6993,0.22,24.392,23.88,23.434,23.36,23.137,22.952,22.684,22.744,22.746,23.418,24.02,0.036,0.046,0.034,0.032,0.029,0.026,0.023,0.023,0.023,0.071,0.092
7002,0.24,25.464,24.233,23.438,23.072,22.817,22.566,22.205,22.057,21.911,22.677,23.04,0.072,0.06,0.035,0.028,0.024,0.021,0.018,0.017,0.016,0.043,0.051
7011,0.24,24.268,23.86,23.378,23.302,23.229,23.212,23.057,22.969,22.934,26.37,26.37,0.032,0.046,0.034,0.032,0.032,0.031,0.028,0.027,0.026,-1,-1
